name,optimum
n_1000_c_1000000_g_6_f_0.2_eps_0_s_200,995294
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_100,1010209
n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_200,9937526288
n_400_c_100000000_g_10_f_0.1_eps_0_s_300,99835054
n_400_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9975008573
n_400_c_10000000000_g_14_f_0.3_eps_0_s_300,9998826688
n_1000_c_10000000000_g_6_f_0.2_eps_0.001_s_200,9997523511
n_1000_c_10000000000_g_6_f_0.1_eps_0.01_s_200,9975010265
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_100,1012061
n_400_c_100000000_g_14_f_0.3_eps_0.001_s_200,100010767
n_1200_c_1000000_g_2_f_0.3_eps_0.0001_s_200,538147
n_400_c_10000000000_g_10_f_0.1_eps_1e-05_s_100,9995278571
n_1000_c_10000000000_g_6_f_0.1_eps_0.001_s_100,9997508274
n_400_c_10000000000_g_6_f_0.2_eps_0.01_s_100,9975004271
n_1200_c_1000000_g_6_f_0.3_eps_0.1_s_200,1012536
n_400_c_100000000_g_6_f_0.2_eps_0.01_s_200,99758954
n_1000_c_10000000000_g_14_f_0.1_eps_0.01_s_100,-1
n_600_c_10000000000_g_10_f_0.2_eps_0_s_100,9980485439
n_1000_c_10000000000_g_6_f_0.3_eps_1e-05_s_100,9690618058
n_600_c_1000000_g_6_f_0.3_eps_0.001_s_200,1008485
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_200,99779694
n_600_c_1000000_g_10_f_0.3_eps_0.1_s_200,1007424
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_300,97209702
n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_100,506374
n_1200_c_1000000_g_2_f_0.1_eps_0.01_s_300,528902
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_200,97220018
n_400_c_1000000_g_6_f_0.3_eps_0.01_s_300,1010264
n_1000_c_100000000_g_14_f_0.1_eps_0.1_s_100,100002591
n_600_c_1000000_g_10_f_0.2_eps_0.01_s_100,1005400
n_1200_c_1000000_g_14_f_0.1_eps_1e-05_s_100,1013230
